COD_UF;COD_MUN;COD_ESPECIE;LATITUDE;LONGITUDE;NV_GEO_COORD
35;3528007;1;-22.505641;-48.708959;1
35;3528007;1;-22.505634;-48.708938;1
35;3528007;1;-22.505559;-48.709035;1
35;3528007;1;-22.505564;-48.709025;1
35;3528007;1;-22.505443;-48.709275;1
35;3528007;6;-22.505109;-48.710098;1
35;3528007;1;-22.505357;-48.709656;1
35;3528007;6;-22.505357;-48.709656;1
35;3528007;1;-22.505153;-48.709902;1
35;3528007;1;-22.505104;-48.709994;1
35;3528007;1;-22.505271;-48.709610;1
35;3528007;6;-22.505284;-48.709819;1
35;3528007;1;-22.505334;-48.709470;1
35;3528007;1;-22.505345;-48.709452;1
35;3528007;6;-22.505345;-48.709452;1
35;3528007;6;-22.505326;-48.709508;1
35;3528007;1;-22.505404;-48.709348;1
35;3528007;1;-22.505225;-48.709693;1
35;3528007;1;-22.504939;-48.710158;1
35;3528007;6;-22.505399;-48.709726;1
35;3528007;1;-22.505303;-48.709856;1
35;3528007;1;-22.505266;-48.710073;1
35;3528007;1;-22.505231;-48.710146;1
35;3528007;6;-22.505223;-48.710286;1
35;3528007;1;-22.505146;-48.710341;1
35;3528007;1;-22.505143;-48.710363;1
35;3528007;7;-22.505333;-48.709848;1
35;3528007;1;-22.505061;-48.710589;1
35;3528007;6;-22.505809;-48.710116;1
35;3528007;1;-22.505759;-48.710310;1
35;3528007;1;-22.505556;-48.710330;1
35;3528007;1;-22.505590;-48.710432;1
35;3528007;1;-22.505525;-48.710524;1
35;3528007;1;-22.505476;-48.710625;1
35;3528007;1;-22.505431;-48.710694;1
35;3528007;1;-22.505499;-48.710729;1
35;3528007;1;-22.505101;-48.710628;1
35;3528007;1;-22.504733;-48.711346;1
35;3528007;1;-22.504997;-48.710633;1
35;3528007;1;-22.504937;-48.710833;1
35;3528007;1;-22.504993;-48.710775;1
35;3528007;1;-22.505002;-48.710648;1
35;3528007;6;-22.504810;-48.711018;1
35;3528007;1;-22.504859;-48.711017;1
35;3528007;1;-22.504923;-48.710999;1
35;3528007;1;-22.505355;-48.710916;1
35;3528007;1;-22.505282;-48.711059;1
35;3528007;1;-22.505278;-48.711064;1
35;3528007;1;-22.505155;-48.711366;1
35;3528007;1;-22.505100;-48.711364;1
35;3528007;1;-22.504902;-48.711597;1
35;3528007;1;-22.504795;-48.711587;1
35;3528007;6;-22.504750;-48.711615;1
35;3528007;1;-22.504612;-48.712401;1
35;3528007;1;-22.504315;-48.712207;1
35;3528007;1;-22.504384;-48.711839;1
35;3528007;1;-22.504365;-48.711969;1
35;3528007;1;-22.504558;-48.711582;1
35;3528007;1;-22.504484;-48.711647;1
35;3528007;1;-22.504868;-48.711706;1
35;3528007;1;-22.504867;-48.711873;1
35;3528007;6;-22.505241;-48.712743;1
35;3528007;6;-22.505178;-48.712679;1
35;3528007;1;-22.504875;-48.712480;1
35;3528007;7;-22.504879;-48.712066;1
35;3528007;1;-22.504931;-48.711945;1
35;3528007;1;-22.505460;-48.712018;1
35;3528007;6;-22.505570;-48.712092;1
35;3528007;1;-22.505335;-48.712005;1
35;3528007;1;-22.505548;-48.712523;1
35;3528007;1;-22.505452;-48.712660;1
35;3528007;6;-22.505430;-48.712617;1
35;3528007;5;-22.505507;-48.712390;1
35;3528007;6;-22.505594;-48.712187;1
35;3528007;6;-22.505630;-48.712217;1
35;3528007;6;-22.505486;-48.712395;1
35;3528007;6;-22.505791;-48.713074;1
35;3528007;6;-22.505811;-48.712985;1
35;3528007;1;-22.506098;-48.713155;1
35;3528007;6;-22.505679;-48.713027;1
35;3528007;6;-22.505730;-48.713118;1
35;3528007;1;-22.505605;-48.712336;1
35;3528007;1;-22.505492;-48.712523;1
35;3528007;1;-22.505594;-48.712460;1
35;3528007;1;-22.505406;-48.712784;1
35;3528007;1;-22.506285;-48.712540;1
35;3528007;6;-22.506249;-48.712533;1
35;3528007;1;-22.506118;-48.712508;1
35;3528007;6;-22.505941;-48.712319;1
35;3528007;1;-22.506126;-48.712966;1
35;3528007;1;-22.506215;-48.712826;1
35;3528007;1;-22.506233;-48.712903;1
35;3528007;6;-22.506135;-48.713276;1
35;3528007;1;-22.506165;-48.713348;1
35;3528007;6;-22.506234;-48.713390;1
35;3528007;1;-22.506308;-48.713392;1
35;3528007;6;-22.506499;-48.713412;1
35;3528007;1;-22.506501;-48.713546;1
35;3528007;1;-22.506213;-48.713042;1
35;3528007;1;-22.506175;-48.712830;1
35;3528007;6;-22.506161;-48.713037;1
35;3528007;1;-22.506490;-48.712613;1
35;3528007;1;-22.506616;-48.712635;1
35;3528007;5;-22.506820;-48.712987;1
35;3528007;1;-22.506645;-48.713164;1
35;3528007;1;-22.506633;-48.713110;1
35;3528007;6;-22.506610;-48.713255;1
35;3528007;1;-22.506827;-48.712897;1
35;3528007;4;-22.507014;-48.713738;1
35;3528007;6;-22.507171;-48.713064;1
35;3528007;6;-22.505737;-48.712186;1
35;3528007;6;-22.506945;-48.712762;1
35;3528007;1;-22.507334;-48.710811;1
35;3528007;1;-22.507434;-48.710882;1
35;3528007;1;-22.507489;-48.710867;1
35;3528007;1;-22.507657;-48.710952;1
35;3528007;1;-22.507665;-48.710989;1
35;3528007;1;-22.507891;-48.711091;1
35;3528007;1;-22.507822;-48.711162;1
35;3528007;1;-22.508005;-48.711231;1
35;3528007;1;-22.508090;-48.711429;1
35;3528007;1;-22.508279;-48.711387;1
35;3528007;1;-22.508307;-48.711402;1
35;3528007;1;-22.508413;-48.711448;1
35;3528007;6;-22.508413;-48.711448;1
35;3528007;1;-22.507811;-48.711084;1
35;3528007;1;-22.508137;-48.711276;1
35;3528007;1;-22.507670;-48.713209;1
35;3528007;1;-22.507759;-48.712985;1
35;3528007;1;-22.507813;-48.712896;1
35;3528007;1;-22.507980;-48.712599;1
35;3528007;1;-22.507854;-48.712787;1
35;3528007;1;-22.507726;-48.713104;1
35;3528007;1;-22.507866;-48.712757;1
35;3528007;1;-22.508156;-48.712689;1
35;3528007;1;-22.508075;-48.713313;1
35;3528007;1;-22.508067;-48.713314;1
35;3528007;1;-22.508070;-48.713270;1
35;3528007;1;-22.508070;-48.713270;1
35;3528007;1;-22.508154;-48.713051;1
35;3528007;1;-22.508192;-48.713041;1
35;3528007;1;-22.508186;-48.713032;1
35;3528007;1;-22.508289;-48.712830;1
35;3528007;1;-22.508141;-48.713179;1
35;3528007;1;-22.508255;-48.712943;1
35;3528007;1;-22.508054;-48.713355;1
35;3528007;6;-22.507468;-48.714028;1
35;3528007;6;-22.507439;-48.714059;1
35;3528007;6;-22.507374;-48.714040;1
35;3528007;1;-22.507418;-48.714016;1
35;3528007;6;-22.507342;-48.713978;1
35;3528007;1;-22.507367;-48.713846;1
35;3528007;1;-22.507414;-48.713721;1
35;3528007;7;-22.507417;-48.713620;1
35;3528007;1;-22.507533;-48.713489;1
35;3528007;1;-22.507648;-48.713354;1
35;3528007;1;-22.507809;-48.713809;1
35;3528007;1;-22.507774;-48.713881;1
35;3528007;1;-22.507754;-48.713984;1
35;3528007;1;-22.507843;-48.713794;1
35;3528007;1;-22.507858;-48.713709;1
35;3528007;1;-22.507898;-48.713626;1
35;3528007;1;-22.507920;-48.713577;1
35;3528007;1;-22.507834;-48.713781;1
35;3528007;1;-22.507616;-48.714073;1
35;3528007;1;-22.507786;-48.713861;1
35;3528007;6;-22.502924;-48.713032;1
35;3528007;1;-22.502960;-48.713037;1
35;3528007;6;-22.503073;-48.712921;1
35;3528007;6;-22.503093;-48.712912;1
35;3528007;6;-22.503136;-48.712826;1
35;3528007;1;-22.503191;-48.712735;1
35;3528007;1;-22.503318;-48.712698;1
35;3528007;1;-22.503565;-48.712779;1
35;3528007;1;-22.503812;-48.712954;1
35;3528007;1;-22.503879;-48.712935;1
35;3528007;1;-22.503822;-48.713000;1
35;3528007;6;-22.503759;-48.713199;1
35;3528007;1;-22.503711;-48.713311;1
35;3528007;6;-22.503610;-48.713378;1
35;3528007;6;-22.503635;-48.713441;1
35;3528007;6;-22.503718;-48.713100;1
35;3528007;6;-22.503583;-48.713390;1
35;3528007;6;-22.503489;-48.713571;1
35;3528007;6;-22.503466;-48.713559;1
35;3528007;6;-22.503361;-48.713458;1
35;3528007;1;-22.503148;-48.713328;1
35;3528007;6;-22.503020;-48.713315;1
35;3528007;1;-22.503023;-48.713257;1
35;3528007;6;-22.503009;-48.713278;1
35;3528007;5;-22.503317;-48.712415;1
35;3528007;6;-22.503381;-48.712421;1
35;3528007;1;-22.503330;-48.712346;1
35;3528007;1;-22.503698;-48.712247;1
35;3528007;1;-22.503602;-48.712023;1
35;3528007;6;-22.503495;-48.711947;1
35;3528007;1;-22.503777;-48.712070;1
35;3528007;6;-22.503769;-48.712153;1
35;3528007;6;-22.504091;-48.712242;1
35;3528007;1;-22.504041;-48.712478;1
35;3528007;1;-22.503941;-48.712627;1
35;3528007;6;-22.503862;-48.712811;1
35;3528007;7;-22.503750;-48.712814;1
35;3528007;1;-22.503506;-48.712656;1
35;3528007;1;-22.503538;-48.712700;1
35;3528007;1;-22.503999;-48.712805;1
35;3528007;1;-22.504010;-48.712725;1
35;3528007;1;-22.504041;-48.712629;1
35;3528007;1;-22.504102;-48.712560;1
35;3528007;1;-22.504122;-48.712437;1
35;3528007;1;-22.504291;-48.712354;1
35;3528007;5;-22.504389;-48.712383;1
35;3528007;1;-22.504608;-48.712591;1
35;3528007;1;-22.504479;-48.712773;1
35;3528007;6;-22.504451;-48.712857;1
35;3528007;1;-22.504341;-48.713046;1
35;3528007;1;-22.504428;-48.713071;1
35;3528007;1;-22.504410;-48.712827;1
35;3528007;1;-22.504814;-48.712620;1
35;3528007;1;-22.505000;-48.712716;1
35;3528007;1;-22.505288;-48.712945;1
35;3528007;6;-22.505292;-48.712927;1
35;3528007;1;-22.505000;-48.712716;1
35;3528007;6;-22.504992;-48.712692;1
35;3528007;6;-22.505232;-48.713069;1
35;3528007;6;-22.505113;-48.713198;1
35;3528007;7;-22.505162;-48.713195;1
35;3528007;1;-22.504620;-48.713297;1
35;3528007;6;-22.505205;-48.713224;1
35;3528007;1;-22.505148;-48.713229;1
35;3528007;1;-22.505216;-48.713063;1
35;3528007;1;-22.505019;-48.713312;1
35;3528007;6;-22.505827;-48.713201;1
35;3528007;6;-22.505827;-48.713201;1
35;3528007;6;-22.505710;-48.713115;1
35;3528007;6;-22.505610;-48.712985;1
35;3528007;6;-22.505554;-48.712983;1
35;3528007;6;-22.505548;-48.712984;1
35;3528007;6;-22.505482;-48.712992;1
35;3528007;6;-22.505554;-48.712983;1
35;3528007;6;-22.505349;-48.712941;1
35;3528007;6;-22.505341;-48.712909;1
35;3528007;6;-22.505700;-48.713170;1
35;3528007;6;-22.505759;-48.713189;1
35;3528007;1;-22.505958;-48.713274;1
35;3528007;1;-22.505878;-48.713381;1
35;3528007;1;-22.505821;-48.713498;1
35;3528007;1;-22.505853;-48.713504;1
35;3528007;1;-22.505641;-48.713885;1
35;3528007;1;-22.505744;-48.713716;1
35;3528007;6;-22.505401;-48.713770;1
35;3528007;5;-22.505401;-48.713766;1
35;3528007;1;-22.505273;-48.713666;1
35;3528007;1;-22.505454;-48.713802;1
35;3528007;1;-22.505803;-48.713842;1
35;3528007;1;-22.505875;-48.713707;1
35;3528007;1;-22.505852;-48.713699;1
35;3528007;1;-22.505881;-48.713557;1
35;3528007;5;-22.505759;-48.713873;1
35;3528007;1;-22.505937;-48.713494;1
35;3528007;6;-22.506004;-48.713328;1
35;3528007;6;-22.506004;-48.713328;1
35;3528007;6;-22.506095;-48.713388;1
35;3528007;6;-22.506129;-48.713400;1
35;3528007;6;-22.506129;-48.713400;1
35;3528007;1;-22.506352;-48.713506;1
35;3528007;6;-22.506501;-48.713636;1
35;3528007;1;-22.506501;-48.713636;1
35;3528007;6;-22.506381;-48.713816;1
35;3528007;7;-22.506345;-48.713944;1
35;3528007;1;-22.506247;-48.714065;1
35;3528007;1;-22.506297;-48.714003;1
35;3528007;1;-22.506013;-48.714085;1
35;3528007;1;-22.505937;-48.714066;1
35;3528007;1;-22.505937;-48.714066;1
35;3528007;1;-22.506013;-48.714085;1
35;3528007;1;-22.506059;-48.714077;1
35;3528007;5;-22.506309;-48.714219;1
35;3528007;1;-22.506289;-48.714057;1
35;3528007;6;-22.506485;-48.713754;1
35;3528007;6;-22.506711;-48.713745;1
35;3528007;1;-22.506711;-48.713745;1
35;3528007;6;-22.506392;-48.713908;1
35;3528007;6;-22.506746;-48.713692;1
35;3528007;6;-22.506796;-48.713674;1
35;3528007;6;-22.506938;-48.713751;1
35;3528007;6;-22.506974;-48.713798;1
35;3528007;6;-22.506949;-48.713987;1
35;3528007;6;-22.506968;-48.713864;1
35;3528007;6;-22.507097;-48.713916;1
35;3528007;6;-22.507113;-48.713906;1
35;3528007;1;-22.506350;-48.713486;1
35;3528007;1;-22.507018;-48.713947;1
35;3528007;6;-22.506866;-48.713755;1
35;3528007;6;-22.507152;-48.714126;1
35;3528007;1;-22.507146;-48.714142;1
35;3528007;1;-22.507127;-48.714179;1
35;3528007;1;-22.507110;-48.714195;1
35;3528007;1;-22.507106;-48.714215;1
35;3528007;5;-22.507098;-48.714319;1
35;3528007;8;-22.507001;-48.714453;1
35;3528007;6;-22.506983;-48.714507;1
35;3528007;1;-22.506732;-48.714503;1
35;3528007;1;-22.506694;-48.714492;1
35;3528007;1;-22.506522;-48.714349;1
35;3528007;1;-22.507106;-48.714322;1
35;3528007;1;-22.507125;-48.714130;1
35;3528007;1;-22.507114;-48.714275;1
35;3528007;6;-22.507142;-48.714286;1
35;3528007;6;-22.507544;-48.714101;1
35;3528007;1;-22.507400;-48.714633;1
35;3528007;1;-22.507493;-48.714455;1
35;3528007;1;-22.507473;-48.714513;1
35;3528007;1;-22.506946;-48.714718;1
35;3528007;1;-22.506872;-48.714947;1
35;3528007;1;-22.506873;-48.714896;1
35;3528007;1;-22.506872;-48.714898;1
35;3528007;1;-22.506872;-48.714898;1
35;3528007;1;-22.506773;-48.715059;1
35;3528007;1;-22.506671;-48.715118;1
35;3528007;1;-22.506671;-48.715118;1
35;3528007;1;-22.506793;-48.715249;1
35;3528007;1;-22.507233;-48.715156;1
35;3528007;1;-22.507198;-48.715088;1
35;3528007;1;-22.507277;-48.714972;1
35;3528007;1;-22.507228;-48.714873;1
35;3528007;6;-22.507228;-48.714873;1
35;3528007;1;-22.506149;-48.714520;1
35;3528007;1;-22.506203;-48.714371;1
35;3528007;1;-22.506012;-48.714766;1
35;3528007;6;-22.505781;-48.714849;1
35;3528007;1;-22.505564;-48.714705;1
35;3528007;6;-22.505436;-48.714630;1
35;3528007;1;-22.505540;-48.714268;1
35;3528007;1;-22.505560;-48.714106;1
35;3528007;1;-22.505560;-48.714106;1
35;3528007;1;-22.505450;-48.714548;1
35;3528007;1;-22.505874;-48.714145;1
35;3528007;1;-22.505935;-48.714182;1
35;3528007;1;-22.506035;-48.714214;1
35;3528007;1;-22.506038;-48.714224;1
35;3528007;1;-22.506004;-48.714517;1
35;3528007;1;-22.505899;-48.714735;1
35;3528007;1;-22.505479;-48.714674;1
35;3528007;6;-22.505463;-48.714651;1
35;3528007;1;-22.505445;-48.714656;1
35;3528007;6;-22.504762;-48.714082;1
35;3528007;1;-22.504892;-48.713924;1
35;3528007;1;-22.504680;-48.714133;1
35;3528007;1;-22.505130;-48.713715;1
35;3528007;1;-22.505240;-48.713756;1
35;3528007;1;-22.505267;-48.713771;1
35;3528007;1;-22.505472;-48.713901;1
35;3528007;1;-22.505595;-48.714061;1
35;3528007;1;-22.505526;-48.714134;1
35;3528007;1;-22.505510;-48.714313;1
35;3528007;1;-22.505274;-48.714557;1
35;3528007;1;-22.505231;-48.714539;1
35;3528007;5;-22.504258;-48.713921;1
35;3528007;5;-22.504706;-48.714103;1
35;3528007;6;-22.504706;-48.714103;1
35;3528007;6;-22.503699;-48.713393;1
35;3528007;6;-22.503688;-48.713228;1
35;3528007;6;-22.503706;-48.713232;1
35;3528007;6;-22.503699;-48.713393;1
35;3528007;6;-22.503881;-48.712966;1
35;3528007;1;-22.504107;-48.712968;1
35;3528007;1;-22.504165;-48.713038;1
35;3528007;6;-22.504168;-48.713180;1
35;3528007;6;-22.504054;-48.713773;1
35;3528007;6;-22.503801;-48.713737;1
35;3528007;6;-22.503739;-48.713675;1
35;3528007;6;-22.503633;-48.713575;1
35;3528007;1;-22.501793;-48.717018;1
35;3528007;1;-22.501793;-48.717018;1
35;3528007;6;-22.501480;-48.716820;1
35;3528007;6;-22.501478;-48.716729;1
35;3528007;1;-22.501455;-48.716625;1
35;3528007;1;-22.501618;-48.716560;1
35;3528007;1;-22.501586;-48.716485;1
35;3528007;6;-22.501721;-48.716479;1
35;3528007;1;-22.501679;-48.716516;1
35;3528007;1;-22.501761;-48.716090;1
35;3528007;6;-22.501787;-48.716032;1
35;3528007;1;-22.501787;-48.716032;1
35;3528007;1;-22.501745;-48.716226;1
35;3528007;1;-22.502010;-48.716063;1
35;3528007;1;-22.502152;-48.716155;1
35;3528007;1;-22.502152;-48.716155;1
35;3528007;1;-22.502176;-48.716280;1
35;3528007;1;-22.502176;-48.716280;1
35;3528007;1;-22.502285;-48.716355;1
35;3528007;1;-22.502153;-48.716563;1
35;3528007;7;-22.502141;-48.716503;1
35;3528007;1;-22.502044;-48.716621;1
35;3528007;1;-22.501889;-48.716995;1
35;3528007;1;-22.502153;-48.716563;1
35;3528007;1;-22.502153;-48.716563;1
35;3528007;1;-22.501925;-48.716906;1
35;3528007;1;-22.502176;-48.716280;1
35;3528007;1;-22.502113;-48.717106;1
35;3528007;1;-22.502029;-48.716778;1
35;3528007;1;-22.501991;-48.716790;1
35;3528007;1;-22.502092;-48.716811;1
35;3528007;1;-22.502083;-48.716700;1
35;3528007;1;-22.502140;-48.716510;1
35;3528007;1;-22.502221;-48.716563;1
35;3528007;1;-22.502103;-48.716507;1
35;3528007;1;-22.502253;-48.716410;1
35;3528007;1;-22.502273;-48.716325;1
35;3528007;1;-22.502348;-48.716256;1
35;3528007;1;-22.502221;-48.716563;1
35;3528007;1;-22.502228;-48.717112;1
35;3528007;1;-22.502584;-48.716348;1
35;3528007;1;-22.502728;-48.716423;1
35;3528007;6;-22.502728;-48.716423;1
35;3528007;1;-22.502585;-48.716670;1
35;3528007;1;-22.502540;-48.716879;1
35;3528007;6;-22.502461;-48.716968;1
35;3528007;1;-22.502400;-48.717120;1
35;3528007;1;-22.502523;-48.716851;1
35;3528007;1;-22.502412;-48.717071;1
35;3528007;1;-22.502465;-48.717125;1
35;3528007;1;-22.502703;-48.716047;1
35;3528007;1;-22.502703;-48.716047;1
35;3528007;1;-22.502607;-48.715720;1
35;3528007;6;-22.502748;-48.715780;1
35;3528007;1;-22.503058;-48.715634;1
35;3528007;1;-22.502747;-48.715494;1
35;3528007;1;-22.502844;-48.715467;1
35;3528007;1;-22.502834;-48.715466;1
35;3528007;1;-22.502834;-48.715466;1
35;3528007;1;-22.503084;-48.715559;1
35;3528007;1;-22.502936;-48.715532;1
35;3528007;1;-22.503109;-48.715834;1
35;3528007;1;-22.503009;-48.715794;1
35;3528007;1;-22.503009;-48.715794;1
35;3528007;1;-22.503109;-48.715834;1
35;3528007;1;-22.502981;-48.715934;1
35;3528007;1;-22.502893;-48.716140;1
35;3528007;1;-22.502988;-48.715954;1
35;3528007;1;-22.502988;-48.715954;1
35;3528007;2;-22.502140;-48.715883;1
35;3528007;1;-22.501863;-48.715346;1
35;3528007;1;-22.501929;-48.715377;1
35;3528007;7;-22.501927;-48.715296;1
35;3528007;1;-22.502017;-48.715194;1
35;3528007;7;-22.501984;-48.715227;1
35;3528007;1;-22.502201;-48.715102;1
35;3528007;6;-22.502269;-48.715278;1
35;3528007;1;-22.502453;-48.715258;1
35;3528007;1;-22.502487;-48.715251;1
35;3528007;1;-22.502594;-48.715410;1
35;3528007;1;-22.502594;-48.715467;1
35;3528007;1;-22.502585;-48.715516;1
35;3528007;1;-22.502585;-48.715516;1
35;3528007;1;-22.502563;-48.715536;1
35;3528007;1;-22.502529;-48.715603;1
35;3528007;1;-22.502539;-48.715820;1
35;3528007;1;-22.502359;-48.715656;1
35;3528007;1;-22.502281;-48.715614;1
35;3528007;1;-22.502180;-48.715509;1
35;3528007;1;-22.502271;-48.715622;1
35;3528007;1;-22.502270;-48.715580;1
35;3528007;1;-22.502234;-48.715561;1
35;3528007;1;-22.502058;-48.715498;1
35;3528007;1;-22.503199;-48.715158;1
35;3528007;1;-22.503021;-48.715466;1
35;3528007;1;-22.502915;-48.715397;1
35;3528007;1;-22.502922;-48.715459;1
35;3528007;1;-22.502838;-48.715237;1
35;3528007;1;-22.502830;-48.715213;1
35;3528007;1;-22.502831;-48.715231;1
35;3528007;1;-22.503078;-48.715119;1
35;3528007;1;-22.502942;-48.714979;1
35;3528007;1;-22.502942;-48.714979;1
35;3528007;6;-22.502940;-48.714952;1
35;3528007;1;-22.502977;-48.714729;1
35;3528007;6;-22.503125;-48.714750;1
35;3528007;6;-22.503145;-48.714553;1
35;3528007;6;-22.503145;-48.714553;1
35;3528007;7;-22.503332;-48.714554;1
35;3528007;1;-22.503554;-48.714803;1
35;3528007;1;-22.503507;-48.714799;1
35;3528007;1;-22.503507;-48.714799;1
35;3528007;7;-22.503372;-48.715056;1
35;3528007;7;-22.503317;-48.715190;1
35;3528007;1;-22.503315;-48.715255;1
35;3528007;1;-22.503315;-48.715255;1
35;3528007;1;-22.503208;-48.715373;1
35;3528007;1;-22.502511;-48.715178;1
35;3528007;1;-22.502313;-48.715095;1
35;3528007;1;-22.502345;-48.715115;1
35;3528007;1;-22.502362;-48.715162;1
35;3528007;1;-22.502047;-48.714921;1
35;3528007;1;-22.502173;-48.714793;1
35;3528007;1;-22.502221;-48.714701;1
35;3528007;1;-22.502295;-48.714565;1
35;3528007;1;-22.502326;-48.714566;1
35;3528007;1;-22.502381;-48.714494;1
35;3528007;1;-22.502217;-48.714577;1
35;3528007;1;-22.502295;-48.714565;1
35;3528007;6;-22.502506;-48.714212;1
35;3528007;1;-22.502506;-48.714212;1
35;3528007;6;-22.502693;-48.714319;1
35;3528007;1;-22.502802;-48.714383;1
